org_id,npi_system,npi_value,is_invalid_npi,api_error,result_count
https://oauth.ipatientcare.net/api/Organization/e12ef4a1-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1063031409,0,,?
https://oauth.ipatientcare.net/api/Organization/e18298d0-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1124188651,0,,?
https://oauth.ipatientcare.net/api/Organization/e22a71cd-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1528164258,0,,?
https://oauth.ipatientcare.net/api/Organization/e2672031-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1598234056,0,,?
https://oauth.ipatientcare.net/api/Organization/e1a95f3c-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1194997130,0,,?
https://oauth.ipatientcare.net/api/Organization/e214fbac-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1457759771,0,,?
https://oauth.ipatientcare.net/api/Organization/e19f5f12-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1699840728,0,,?
https://oauth.ipatientcare.net/api/Organization/e202e3f3-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1003466822,0,,?
https://oauth.ipatientcare.net/api/Organization/e141df23-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1336141480,0,,?
https://oauth.ipatientcare.net/api/Organization/e26b2617-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1598235517,0,,?
https://oauth.ipatientcare.net/api/Organization/e23acfbd-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1194765941,0,,?
https://oauth.ipatientcare.net/api/Organization/e1763e88-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1447277447,0,,?
https://oauth.ipatientcare.net/api/Organization/e1c93899-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1285198259,0,,?
https://oauth.ipatientcare.net/api/Organization/e27ecab7-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,140782808,1,,?
https://oauth.ipatientcare.net/api/Organization/e28d26c5-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1245836436,0,,?
https://oauth.ipatientcare.net/api/Organization/e223ab63-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1316237530,0,,?
https://oauth.ipatientcare.net/api/Organization/e21df0b5-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1114514809,0,,?
https://oauth.ipatientcare.net/api/Organization/e1d463a5-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1548668528,0,,?
https://oauth.ipatientcare.net/api/Organization/e2bd629b-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1326239278,0,,?
https://oauth.ipatientcare.net/api/Organization/e257bf19-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1396837191,0,,?
https://oauth.ipatientcare.net/api/Organization/e2c2985f-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1255388898,0,,?
https://oauth.ipatientcare.net/api/Organization/e2c65d17-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1861437139,0,,?
https://oauth.ipatientcare.net/api/Organization/e1a2f77a-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1841555141,0,,?
https://oauth.ipatientcare.net/api/Organization/e2aa9106-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1710048905,0,,?
https://oauth.ipatientcare.net/api/Organization/e11bf949-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1568056372,0,,?
https://oauth.ipatientcare.net/api/Organization/e110aa97-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1730547621,0,,?
https://oauth.ipatientcare.net/api/Organization/e131e497-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1447604053,0,,?
https://oauth.ipatientcare.net/api/Organization/e16a5227-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1841669223,0,,?
https://oauth.ipatientcare.net/api/Organization/e1e72d64-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1023423514,0,,?
https://oauth.ipatientcare.net/api/Organization/e2bf6d75-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,UNK,1,,?
https://oauth.ipatientcare.net/api/Organization/e1240e05-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1780668244,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b99eda-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1710120696,0,,?
https://oauth.ipatientcare.net/api/Organization/e28ef42d-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1154852143,0,,?
https://oauth.ipatientcare.net/api/Organization/e1cccd3b-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1730610452,0,,?
https://oauth.ipatientcare.net/api/Organization/e2aa20b4-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1710254313,0,,?
https://oauth.ipatientcare.net/api/Organization/e2963e26-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1518730076,0,,?
https://oauth.ipatientcare.net/api/Organization/e2073b1a-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1154331858,0,,?
https://oauth.ipatientcare.net/api/Organization/e26d6a41-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1245389287,0,,?
https://oauth.ipatientcare.net/api/Organization/e105b5b9-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1215133673,0,,?
https://oauth.ipatientcare.net/api/Organization/e16f32ed-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1902070014,0,,?
https://oauth.ipatientcare.net/api/Organization/e12c213c-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1821293309,0,,?
https://oauth.ipatientcare.net/api/Organization/e1a095e2-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1902835168,0,,?
https://oauth.ipatientcare.net/api/Organization/e245ae6e-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1841463577,0,,?
https://oauth.ipatientcare.net/api/Organization/e24cc2fd-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1538392378,0,,?
https://oauth.ipatientcare.net/api/Organization/e12910de-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1548424583,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b06c59-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1154196681,0,,?
https://oauth.ipatientcare.net/api/Organization/e251e2d3-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1053656215,0,,?
https://oauth.ipatientcare.net/api/Organization/e289c860-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1073642401,0,,?
https://oauth.ipatientcare.net/api/Organization/e126b7eb-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1114007754,0,,?
https://oauth.ipatientcare.net/api/Organization/e26f84f4-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1730586736,0,,?
https://oauth.ipatientcare.net/api/Organization/e168fced-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1497768683,0,,?
https://oauth.ipatientcare.net/api/Organization/e1c0f5d3-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1982073763,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b72425-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1922393321,0,,?
https://oauth.ipatientcare.net/api/Organization/e1b19d4c-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1265550321,0,,?
https://oauth.ipatientcare.net/api/Organization/e18d2fd5-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1336127323,0,,?
https://oauth.ipatientcare.net/api/Organization/e1225897-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1467633586,0,,?
https://oauth.ipatientcare.net/api/Organization/e2920365-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1487895967,0,,?
https://oauth.ipatientcare.net/api/Organization/e2b41d5d-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1003835224,0,,?
https://oauth.ipatientcare.net/api/Organization/e2a6b272-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1730464041,0,,?
https://oauth.ipatientcare.net/api/Organization/e269e7ac-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1659580215,0,,?
https://oauth.ipatientcare.net/api/Organization/e27b06b3-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1518658327,0,,?
https://oauth.ipatientcare.net/api/Organization/e27244e9-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1215110515,0,,?
https://oauth.ipatientcare.net/api/Organization/e2bb4097-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1073639084,0,,?
https://oauth.ipatientcare.net/api/Organization/e15c268b-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1629448436,0,,?
https://oauth.ipatientcare.net/api/Organization/e2a36c64-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1932573797,0,,?
https://oauth.ipatientcare.net/api/Organization/e1fd6353-9b75-11ef-91a9-0a34c90c8dcf,http://hl7.org/fhir/sid/us-npi,1437225067,0,,?
https://provider.myhelo.com/fhir/Organization/74,http://hl7.org/fhir/sid/us-npi,1336252451,0,,?
https://fhir.phemr.co:9443/fhir-server/api/v4/Organization/1938b437712-b3b975bd-8c23-4bc1-bdbb-78417b3df344,http://hl7.org/fhir/sid/us-npi,1407071210,0,,?
https://fhir.phemr.co:9443/fhir-server/api/v4/Organization/1811435a7ea-7a1b883e-e0f0-4cb2-b938-4b6fd8d60f0c,http://hl7.org/fhir/sid/us-npi,1376083733,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idzMNL0pFJ5pjpyAmQqHJw.g,http://hl7.org/fhir/sid/us-npi,1326492190,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idQAJe1l32m.zgzUpSsecF7Q,http://hl7.org/fhir/sid/us-npi,1073559605,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idSDSOsc7EskNCLvai.Ubyiw,http://hl7.org/fhir/sid/us-npi,1508889866,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idkDIMare-7Bp6eaRt2dajCQ,http://hl7.org/fhir/sid/us-npi,1376604660,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id-0yEgDxCIy8rSnrPzLuQXg,http://hl7.org/fhir/sid/us-npi,1578867057,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idw.8oM5w0teUm0D3yV5trQQ,http://hl7.org/fhir/sid/us-npi,1801976097,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idHQLYv5IMt.ktsTg4bOe60Q,http://hl7.org/fhir/sid/us-npi,1659498434,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idUjg4Os0IWY16TaYY7D9FxQ,http://hl7.org/fhir/sid/us-npi,1811024961,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id8rxill8ewWWR9AX1mp9irw,http://hl7.org/fhir/sid/us-npi,1891150256,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idFrY5uL44dtNFPiuJGEaGQg,http://hl7.org/fhir/sid/us-npi,1225314909,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idkOCsUrtML8rmrGyzl.wuCQ,http://hl7.org/fhir/sid/us-npi,1720139850,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id6iQk.a5ZEamktSy13g7qNA,http://hl7.org/fhir/sid/us-npi,1942215702,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idPN8c8M1ZdtDa0t7NgbVmSA,http://hl7.org/fhir/sid/us-npi,1952591224,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idk9SW5YUjQpCgbqHdssNntg,http://hl7.org/fhir/sid/us-npi,1619492782,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idAXbyOzF3PwEgscc.UWFw6g,http://hl7.org/fhir/sid/us-npi,1679177893,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idDAWoPUa9uQG7pdqD5YoYyQ,http://hl7.org/fhir/sid/us-npi,1578554390,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idiYjaNTtn.Nf6ljFaknutMw,http://hl7.org/fhir/sid/us-npi,1619165800,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idETu4NET5.E.RYxnajHSqJw,http://hl7.org/fhir/sid/us-npi,1902932965,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idYkSYHlOMNH0D7dcPsUkqUQ,http://hl7.org/fhir/sid/us-npi,1386620789,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idy4Mfh9spJ6OWo0-NWICAHA,http://hl7.org/fhir/sid/us-npi,1770780413,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idkkRU.a0iXHXmdIUy3sYIyA,http://hl7.org/fhir/sid/us-npi,1578630794,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idSsmdBAtAXG2IWnj09a7JLQ,http://hl7.org/fhir/sid/us-npi,1386819563,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/iddEOn8o5Nf4ZvKCob3Xm4Yg,http://hl7.org/fhir/sid/us-npi,1265667372,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idrKr.-FOyr594R0J4XzEBkQ,http://hl7.org/fhir/sid/us-npi,1003484601,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idMFB9L6FIJpSRL4TDuAe.cg,http://hl7.org/fhir/sid/us-npi,1639182561,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idxXxISDNiBIHK0sEF0xsLjw,http://hl7.org/fhir/sid/us-npi,1235267394,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id3sTZoXyteC1rhxMizRgxIw,http://hl7.org/fhir/sid/us-npi,1629283155,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idX1a1MUJX93ZJX53FrgUnHQ,http://hl7.org/fhir/sid/us-npi,1174046395,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id8C7yYpbZO-dMpsqaRIofew,http://hl7.org/fhir/sid/us-npi,1568653426,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idtU.8ZeWaNmQjCBo8.Ir.4Q,http://hl7.org/fhir/sid/us-npi,1073618211,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idVa64tVrCTIyDLhpC4GsHHQ,http://hl7.org/fhir/sid/us-npi,1164794780,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idpaS9WIBCcv-s4jRRH6rX7A,http://hl7.org/fhir/sid/us-npi,1992886675,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idQaKEQ99Qb1h-lLQmAXe6nA,http://hl7.org/fhir/sid/us-npi,1013244326,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idWKhyMzI-h4cmkI-EVFjIuw,http://hl7.org/fhir/sid/us-npi,1112233330,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idgY9mEZ.oFdOLREu65TUXzQ,http://hl7.org/fhir/sid/us-npi,1558320838,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id.sp.QUrXlSrsTUa1pJiaEw,http://hl7.org/fhir/sid/us-npi,1770917783,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idu5OT67M0Sx0UMDmDmSAACA,http://hl7.org/fhir/sid/us-npi,1821029836,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idjfQO2RaRDwpWWBi3mKKWAg,http://hl7.org/fhir/sid/us-npi,1376973305,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id-s-318RK1P-NQ3MUoMk.Dw,http://hl7.org/fhir/sid/us-npi,1750479457,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idhB0JlBQGz-bmoBikVVvs9w,http://hl7.org/fhir/sid/us-npi,1467449686,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id5hNuluIvOCKcWeyy-jzovg,http://hl7.org/fhir/sid/us-npi,1174727622,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idpV9P06e3LoOWrv7AHa6jBA,http://hl7.org/fhir/sid/us-npi,1346396033,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idlM3ZQHuYcbWcbBJyv5B1XA,http://hl7.org/fhir/sid/us-npi,1528153202,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idE3tuDERIHdCVjgumKsdKcg,http://hl7.org/fhir/sid/us-npi,1508117151,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idKcut6ltKtMVgRKiscRqFIA,http://hl7.org/fhir/sid/us-npi,1548762230,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idXGL8BWSudvbk6FE3fRfoBQ,http://hl7.org/fhir/sid/us-npi,1801926340,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idtNvder7L2JQe2D8ehc69kg,http://hl7.org/fhir/sid/us-npi,1467568519,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idv2kVQ2e.v06EJdE1peqInQ,http://hl7.org/fhir/sid/us-npi,1234567896,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id1yp4PJfclrkkDrci2uSpgw,http://hl7.org/fhir/sid/us-npi,1467075721,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idg392th0NNQn5sa7yniZqig,http://hl7.org/fhir/sid/us-npi,1184199515,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idnh3N3lO0cMLlI9DllCH49g,http://hl7.org/fhir/sid/us-npi,1467530741,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idT4DozZe.KUpnlHZem6jRCQ,http://hl7.org/fhir/sid/us-npi,1548257728,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/iddIGKw6eH32SBagfksH1QAg,http://hl7.org/fhir/sid/us-npi,1891985453,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idg3rlShpoU7qF4lcXoJ2C7w,http://hl7.org/fhir/sid/us-npi,1740203025,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idjzC4gNCnwsiYn54EBuPAJQ,http://hl7.org/fhir/sid/us-npi,1750813010,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idIplDao5tVJ1qnKZ7h5UdjA,http://hl7.org/fhir/sid/us-npi,1710180922,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idM5k6sHl-jzOPY71AwzEE0Q,http://hl7.org/fhir/sid/us-npi,1649470766,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idWqv8GUDO-duMCh0yQqVE8g,http://hl7.org/fhir/sid/us-npi,1043229669,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/id7oZtL.Mi68r7Rvqchyz.kQ,http://hl7.org/fhir/sid/us-npi,1609937333,0,,?
https://revolutionehr.dynamicfhir.com/fhir/r4/Organization/idxfNPQfAYi5QccaQlMSM9dw,http://hl7.org/fhir/sid/us-npi,1770541492,0,,?
